List,Experiment,amyFileName,itemID,eventType,Condition,Manner,Path,verbName,verbMeaning,ambigGoingTo,ambigDidIt,ambigV,whichOne,mBiasV,mBiasAns,pBiasV,pBiasAns,trainS1Going,trainS1DidIt,trainV1,trainS2Going,trainS2DidIt,trainV2,trainS3Going,trainS3DidIt,trainV3,mTestV,mTestAns,pTestV,pTestAns,movieLenght,ambigAudioFuture,ambigAudioPast,trainAudioFuture1,trainAudioPast1,trainAudioFuture2,trainAudioPast2,trainAudioFuture3,trainAudioPast3,whichOneAudio,letsFindAudio,starImage
4,MoM_Instrumental,PathCondition_Instrumental,3.7,Motion,Path,balloon,over,feaving,over,The girl is going to feave over the eagle.,The girl feaved over the eagle.,balloon.over.eagle.mov,Which one is feaving?,balloon.up.train.mov,1,ski.over.bush.mov,0,The girl is going to feave over the book.,The girl feaved over the book.,skate.over.book.mov,The man is going to feave over the rollercoaster.,The man feaved over the rollercoaster.,fly.over.rollercoaster.mov,The man is going to feave over the sand dune.,The man feaved over the sand dune.,camel.over.sanddune.mov,carpet.over.tiger.mov,1,balloon.down.dog.mov,0,7,feaving_path_future_eagle.wav,feaving_path_past_eagle.wav,feaving_path_future_book.wav,feaving_path_past_book.wav,feaving_path_future_rollercoaster.wav,feaving_path_past_rollercoaster.wav,feaving_path_future_sanddune.wav,feaving_path_past_sanddune.wav,which_feaving.wav,letsfindfeaving.wav,stars.010.jpg
4,MoM_Instrumental,PathCondition_Instrumental,3.8,Motion,Path,camel,front,pilking,front,The man is going to pilk in front of the pyramid.,The man pilked in front of the pyramid.,camel.front.pyramid.mov,Which one is pilking?,sled.front.bunny.mov,0,camel.around.goat.mov,1,The man is going to pilk in front of the deer.,The man pilked in front of the deer.,ski.front.deer.mov,The girl is going to pilk in front of the sunflowers.,The girl pilked in front of the sunflowers.,balloon.front.sunflowers.mov,The boy is going to pilk in front of the penguin.,The boy pilked in front of the penguin.,sail.front.penguin.mov,camel.through.oasis.mov,0,drive.front.horse.mov,1,7,pilking_path_future_pyramid.wav,pilking_path_past_pyramid.wav,pilking_path_future_deer.wav,pilking_path_past_deer.wav,pilking_path_future_sunflowers.wav,pilking_path_past_sunflowers.wav,pilking_path_future_penguin.wav,pilking_path_past_penguin.wav,which_pilking.wav,letsfindpilking.wav,stars.011.jpg
5,CoS,EffectCondition,4.1,Causal,Effect,bat,break,blicking,break,The monster is going to blick the record.,The monster blicked the record.,bat.break.record.mov,Which one is blicking?,bat.flatten.cupcake.mov,1,comb.break.cookies.mov,0,The monster is going to blick the frame. ,The monster blicked the frame. ,knife.break.frame.mov,The monster is going to blick the piggybank. ,The monster blicked the piggybank. ,poker.break.piggybank.mov,The monster is going to blick the bone.,The monster blicked the bone.,hammer.break.bone.mov,bat.open.babybottle.mov,0,pliers.break.eyeglasses.mov,1,2.5,blicking_path_future_record.wav,blicking_path_past_record.wav,blicking_path_future_frame.wav,blicking_path_past_frame.wav,blicking_path_future_piggybank.wav,blicking_path_past_piggybank.wav,blicking_path_future_bone.wav,blicking_path_past_bone.wav,which_blicking.wav,letsfindblicking.wav,stars.004.jpg
5,CoS,EffectCondition,4.2,Causal,Effect,comb,rip,gossing,rip,The monster is going to goss the armchair.,The monster gossed the armchair.,comb.rip.armchair.mov,Which one is gossing?,bat.rip.kite.mov,0,comb.open.book.mov,1,The monster is going to goss the pants. ,The monster gossed the pants. ,poker.rip.pants.mov,The monster is going to goss the newspaper. ,The monster gossed the newspaper. ,knife.rip.newspaper.mov,The monster is going to goss the tablecloth.,The monster gossed the tablecloth.,pliers.rip.tablecloth.mov,hammer.rip.shirt.mov,1,comb.flatten.burger.mov,0,2.5,gossing_path_future_armchair.wav,gossing_path_past_armchair.wav,gossing_path_future_pants.wav,gossing_path_past_pants.wav,gossing_path_future_newspaper.wav,gossing_path_past_newspaper.wav,gossing_path_future_tablecloth.wav,gossing_path_past_tablecloth.wav,which_gossing.wav,letsfindgossing.wav,stars.005.jpg
5,CoS,EffectCondition,4.3,Causal,Effect,crowbar,open,zicking,open,The monster is going to zick the grill.,The monster zicked the grill.,crowbar.open.grill.mov,Which one is zicking?,crowbar.rip.pillow.mov,1,trowel.open.door.mov,0,The monster is going to zick the envelope. ,The monster zicked the envelope. ,hammer.open.envelope.mov,The monster is going to zick the jar. ,The monster zicked the jar. ,pliers.open.jar.mov,The monster is going to zick the box.,The monster zicked the box.,knife.open.box.mov,crowbar.break.shoe.mov,0,poker.open.window.mov,1,2.5,zicking_path_future_grill.wav,zicking_path_past_grill.wav,zicking_path_future_envelope.wav,zicking_path_past_envelope.wav,zicking_path_future_jar.wav,zicking_path_past_jar.wav,zicking_path_future_box.wav,zicking_path_past_box.wav,which_zicking.wav,letsfindzicking.wav,stars.006.jpg
5,CoS,EffectCondition,4.4,Causal,Effect,hammer,crush,nibbing,crush,The monster is going to nib the strawberries.,The monster nibbed the strawberries.,hammer.crush.strawberries.mov,Which one is nibbing?,pliers.crush.candycanes.mov,0,hammer.empty.brushcontainer.mov,1,The monster is going to nib the soap. ,The monster nibbed the soap. ,crowbar.crush.soap.mov,The monster is going to nib the bottle. ,The monster nibbed the bottle. ,trowel.crush.bottle.mov,The monster is going to nib the nuts.,The monster nibbed the nuts.,bat.crush.nuts.mov,comb.crush.juicebox.mov,1,hammer.cut.watermelon.mov,0,2.5,nibbing_path_future_strawberries.wav,nibbing_path_past_strawberries.wav,nibbing_path_future_soap.wav,nibbing_path_past_soap.wav,nibbing_path_future_bottle.wav,nibbing_path_past_bottle.wav,nibbing_path_future_nuts.wav,nibbing_path_past_nuts.wav,which_nibbing.wav,letsfindnibbing.wav,stars.007.jpg
5,CoS,EffectCondition,4.5,Causal,Effect,knife,cut,gorping,cut,The monster is going to gorp the bread.,The monster gorped the bread.,knife.cut.bread.mov,Which one is gorping?,knife.bend.fork.mov,1,poker.cut.curtain.mov,0,The monster is going to gorp the bagel. ,The monster gorped the bagel. ,bat.cut.bagel.mov,The monster is going to gorp the pie. ,The monster gorped the pie. ,comb.cut.pie.mov,The monster is going to gorp the cucumber.,The monster gorped the cucumber.,crowbar.cut.cucumber.mov,knife.crush.apple.mov,0,trowel.cut.cheese.mov,1,2.5,gorping_path_future_bread.wav,gorping_path_past_bread.wav,gorping_path_future_bagel.wav,gorping_path_past_bagel.wav,gorping_path_future_pie.wav,gorping_path_past_pie.wav,gorping_path_future_cucumber.wav,gorping_path_past_cucumber.wav,which_gorping.wav,letsfindgorping.wav,stars.008.jpg
5,CoS,EffectCondition,4.6,Causal,Effect,pliers,bend,klebbing,bend,The monster is going to kleb the candle.,The monster klebbed the candle.,pliers.bend.candle.mov,Which one is klebbing?,hammer.bend.sunflower.mov,0,pliers.cut.pizza.mov,1,The monster is going to kleb the watering can. ,The monster klebbed the watering can. ,trowel.bend.wateringcan.mov,The monster is going to kleb the spatula. ,The monster klebbed the spatula. ,crowbar.bend.spatula.mov,The monster is going to kleb the coat hanger.,The monster klebbed the coat hanger.,comb.bend.coathanger.mov,bat.bend.flagpole.mov,1,pliers.empty.glass.mov,0,2.5,klebbing_path_future_candle.wav,klebbing_path_past_candle.wav,klebbing_path_future_wateringcan.wav,klebbing_path_past_wateringcan.wav,klebbing_path_future_spatula.wav,klebbing_path_past_spatula.wav,klebbing_path_future_coathanger.wav,klebbing_path_past_coathanger.wav,which_klebbing.wav,letsfindklebbing.wav,stars.009.jpg
5,CoS,EffectCondition,4.7,Causal,Effect,poker,empty,wugging,empty,The monster is going to wug the trash.,The monster wugged the trash.,poker.empty.trash.mov,Which one is wugging?,poker.crush.car.mov,1,knife.empty.goblet.mov,0,The monster is going to wug the bowl. ,The monster wugged the bowl. ,comb.empty.bowl.mov,The monster is going to wug the grocery bag. ,The monster wugged the grocery bag. ,bat.empty.grocerybag.mov,The monster is going to wug the vase.,The monster wugged the vase.,trowel.empty.vase.mov,poker.bend.lamp.mov,0,crowbar.empty.detergentcontainer.mov,1,2.5,wugging_path_future_trash.wav,wugging_path_past_trash.wav,wugging_path_future_bowl.wav,wugging_path_past_bowl.wav,wugging_path_future_grocerybag.wav,wugging_path_past_grocerybag.wav,wugging_path_future_vase.wav,wugging_path_past_vase.wav,which_wugging.wav,letsfindwugging.wav,stars.010.jpg
5,CoS,EffectCondition,4.8,Causal,Effect,trowel,flatten,rolting,flatten,The monster is going to rolt the sand.,The monster rolted the sand.,trowel.flatten.sand.mov,Which one is rolting?,crowbar.flatten.donut.mov,0,trowel.break.flowerpot.mov,1,The monster is going to rolt the pumpkin. ,The monster rolted the pumpkin. ,pliers.flatten.pumpkin.mov,The monster is going to rolt the sandwich. ,The monster rolted the sandwich. ,hammer.flatten.sandwich.mov,The monster is going to rolt the cake.,The monster rolted the cake.,poker.flatten.cake.mov,knife.flatten.sponge.mov,1,trowel.rip.sack.mov,0,2.5,rolting_path_future_sand.wav,rolting_path_past_sand.wav,rolting_path_future_pumpkin.wav,rolting_path_past_pumpkin.wav,rolting_path_future_sandwich.wav,rolting_path_past_sandwich.wav,rolting_path_future_cake.wav,rolting_path_past_cake.wav,which_rolting.wav,letsfindrolting.wav,stars.011.jpg
6,CoS,MeansCondition,5.1,Causal,Means,bat,break,blicking,bat,The monster is going to blick the record.,The monster blicked the record.,bat.break.record.mov,Which one is blicking?,bat.flatten.cupcake.mov,1,comb.break.cookies.mov,0,The monster is going to blick the bagel. ,The monster blicked the bagel. ,bat.cut.bagel.mov,The monster is going to blick the grocery bag. ,The monster blicked the grocery bag. ,bat.empty.grocerybag.mov,The monster is going to blick the nuts.,The monster blicked the nuts.,bat.crush.nuts.mov,bat.open.babybottle.mov,1,pliers.break.eyeglasses.mov,0,2.5,blicking_manner_future_record.wav,blicking_manner_past_record.wav,blicking_manner_future_bagel.wav,blicking_manner_past_bagel.wav,blicking_manner_future_grocerybag.wav,blicking_manner_past_grocerybag.wav,blicking_manner_future_nuts.wav,blicking_manner_past_nuts.wav,which_blicking.wav,letsfindblicking.wav,stars.004.jpg
6,CoS,MeansCondition,5.2,Causal,Means,comb,rip,gossing,comb,The monster is going to goss the armchair.,The monster gossed the armchair.,comb.rip.armchair.mov,Which one is gossing?,bat.rip.kite.mov,0,comb.open.book.mov,1,The monster is going to goss the bowl. ,The monster gossed the bowl. ,comb.empty.bowl.mov,The monster is going to goss the pie. ,The monster gossed the pie. ,comb.cut.pie.mov,The monster is going to goss the coat hanger.,The monster gossed the coat hanger.,comb.bend.coathanger.mov,hammer.rip.shirt.mov,0,comb.flatten.burger.mov,1,2.5,gossing_manner_future_armchair.wav,gossing_manner_past_armchair.wav,gossing_manner_future_bowl.wav,gossing_manner_past_bowl.wav,gossing_manner_future_pie.wav,gossing_manner_past_pie.wav,gossing_manner_future_coathanger.wav,gossing_manner_past_coathanger.wav,which_gossing.wav,letsfindgossing.wav,stars.005.jpg
6,CoS,MeansCondition,5.3,Causal,Means,crowbar,open,zicking,crowbar,The monster is going to zick the grill.,The monster zicked the grill.,crowbar.open.grill.mov,Which one is zicking?,crowbar.rip.pillow.mov,1,trowel.open.door.mov,0,The monster is going to zick the soap. ,The monster zicked the soap. ,crowbar.crush.soap.mov,The monster is going to zick the spatula. ,The monster zicked the spatula. ,crowbar.bend.spatula.mov,The monster is going to zick the cucumber.,The monster zicked the cucumber.,crowbar.cut.cucumber.mov,crowbar.break.shoe.mov,1,poker.open.window.mov,0,2.5,zicking_manner_future_grill.wav,zicking_manner_past_grill.wav,zicking_manner_future_soap.wav,zicking_manner_past_soap.wav,zicking_manner_future_spatula.wav,zicking_manner_past_spatula.wav,zicking_manner_future_cucumber.wav,zicking_manner_past_cucumber.wav,which_zicking.wav,letsfindzicking.wav,stars.006.jpg
6,CoS,MeansCondition,5.4,Causal,Means,hammer,crush,nibbing,hammer,The monster is going to nib the strawberries.,The monster nibbed the strawberries.,hammer.crush.strawberries.mov,Which one is nibbing?,pliers.crush.candycanes.mov,0,hammer.empty.brushcontainer.mov,1,The monster is going to nib the envelope. ,The monster nibbed the envelope. ,hammer.open.envelope.mov,The monster is going to nib the sandwich. ,The monster nibbed the sandwich. ,hammer.flatten.sandwich.mov,The monster is going to nib the bone.,The monster nibbed the bone.,hammer.break.bone.mov,comb.crush.juicebox.mov,0,hammer.cut.watermelon.mov,1,2.5,nibbing_manner_future_strawberries.wav,nibbing_manner_past_strawberries.wav,nibbing_manner_future_envelope.wav,nibbing_manner_past_envelope.wav,nibbing_manner_future_sandwich.wav,nibbing_manner_past_sandwich.wav,nibbing_manner_future_bone.wav,nibbing_manner_past_bone.wav,which_nibbing.wav,letsfindnibbing.wav,stars.007.jpg
6,CoS,MeansCondition,5.5,Causal,Means,knife,cut,gorping,knife,The monster is going to gorp the bread.,The monster gorped the bread.,knife.cut.bread.mov,Which one is gorping?,knife.bend.fork.mov,1,poker.cut.curtain.mov,0,The monster is going to gorp the frame. ,The monster gorped the frame. ,knife.break.frame.mov,The monster is going to gorp the newspaper. ,The monster gorped the newspaper. ,knife.rip.newspaper.mov,The monster is going to gorp the box.,The monster gorped the box.,knife.open.box.mov,knife.crush.apple.mov,1,trowel.cut.cheese.mov,0,2.5,gorping_manner_future_bread.wav,gorping_manner_past_bread.wav,gorping_manner_future_frame.wav,gorping_manner_past_frame.wav,gorping_manner_future_newspaper.wav,gorping_manner_past_newspaper.wav,gorping_manner_future_box.wav,gorping_manner_past_box.wav,which_gorping.wav,letsfindgorping.wav,stars.008.jpg
6,CoS,MeansCondition,5.6,Causal,Means,pliers,bend,klebbing,pliers,The monster is going to kleb the candle.,The monster klebbed the candle.,pliers.bend.candle.mov,Which one is klebbing?,hammer.bend.sunflower.mov,0,pliers.cut.pizza.mov,1,The monster is going to kleb the pumpkin. ,The monster klebbed the pumpkin. ,pliers.flatten.pumpkin.mov,The monster is going to kleb the jar. ,The monster klebbed the jar. ,pliers.open.jar.mov,The monster is going to kleb the tablecloth.,The monster klebbed the tablecloth.,pliers.rip.tablecloth.mov,bat.bend.flagpole.mov,0,pliers.empty.glass.mov,1,2.5,klebbing_manner_future_candle.wav,klebbing_manner_past_candle.wav,klebbing_manner_future_pumpkin.wav,klebbing_manner_past_pumpkin.wav,klebbing_manner_future_jar.wav,klebbing_manner_past_jar.wav,klebbing_manner_future_tablecloth.wav,klebbing_manner_past_tablecloth.wav,which_klebbing.wav,letsfindklebbing.wav,stars.009.jpg
6,CoS,MeansCondition,5.7,Causal,Means,poker,empty,wugging,poker,The monster is going to wug the trash.,The monster wugged the trash.,poker.empty.trash.mov,Which one is wugging?,poker.crush.car.mov,1,knife.empty.goblet.mov,0,The monster is going to wug the pants. ,The monster wugged the pants. ,poker.rip.pants.mov,The monster is going to wug the piggybank. ,The monster wugged the piggybank. ,poker.break.piggybank.mov,The monster is going to wug the cake.,The monster wugged the cake.,poker.flatten.cake.mov,poker.bend.lamp.mov,1,crowbar.empty.detergentcontainer.mov,0,2.5,wugging_manner_future_trash.wav,wugging_manner_past_trash.wav,wugging_manner_future_pants.wav,wugging_manner_past_pants.wav,wugging_manner_future_piggybank.wav,wugging_manner_past_piggybank.wav,wugging_manner_future_cake.wav,wugging_manner_past_cake.wav,which_wugging.wav,letsfindwugging.wav,stars.010.jpg
6,CoS,MeansCondition,5.8,Causal,Means,trowel,flatten,rolting,trowel,The monster is going to rolt the sand.,The monster rolted the sand.,trowel.flatten.sand.mov,Which one is rolting?,crowbar.flatten.donut.mov,0,trowel.break.flowerpot.mov,1,The monster is going to rolt the watering can. ,The monster rolted the watering can. ,trowel.bend.wateringcan.mov,The monster is going to rolt the bottle. ,The monster rolted the bottle. ,trowel.crush.bottle.mov,The monster is going to rolt the vase.,The monster rolted the vase.,trowel.empty.vase.mov,knife.flatten.sponge.mov,0,trowel.rip.sack.mov,1,2.5,rolting_manner_future_sand.wav,rolting_manner_past_sand.wav,rolting_manner_future_wateringcan.wav,rolting_manner_past_wateringcan.wav,rolting_manner_future_bottle.wav,rolting_manner_past_bottle.wav,rolting_manner_future_vase.wav,rolting_manner_past_vase.wav,which_rolting.wav,letsfindrolting.wav,stars.011.jpg
